93.9784	33.1961	60.7823
86.1026	22	64.1026
93.7467	32.5169	61.2298
88.6456	34.4705	54.1752
88.5533	39.5337	49.0196
92.1794	42.805	49.3743
96.7172	7.0202	89.697
79.7911	35.8225	43.9687
98.7386	31.1806	67.558
76.9751	34.7193	42.2557
96.648	11.7826	84.8654
78.6557	28.7327	49.923
96.1578	22.8996	73.2582
82.4769	26.9784	55.4985
94.756	33.8006	60.9553
85.2882	36.7037	48.5844
83.788	39.8216	43.9664
90.4366	38.6694	51.7672
93.0303	43.1818	49.8485
83.597	37.5527	46.0443
90.3937	42.8871	47.5066
96.6616	43.2979	53.3637
78.5902	35.2972	43.293
89.0295	39.8207	49.2089
87.0917	41.9916	45.1001
98.6357	27.6402	70.9955
77.967	37.9257	40.0413
97.3001	41.3653	55.9348
80.4225	34.3637	46.0587
95.4406	37.6025	57.8381
80.2361	29.7228	50.5133
93.2642	24.2487	69.0155
82.7305	22.4147	60.3158
90.9138	31.2339	59.6799
85.0806	28.8306	56.25
90.8853	32.2682	58.6171
94.4081	27.5567	66.8514
83.6951	40.3388	43.3563
95.869	29.9748	65.8942
77.1847	36.63	40.5547
87.0048	39.8838	47.121
98.1855	41.9355	56.25
95.9153	21.6339	74.2814
73.1434	39.6745	33.469
