#ops,ops/sec,mb/sec,us/op,ms/op
,,,4867.4,
1575837,157572.717,4924.1,0,0.0
1568832,156872.768,4902.3,0,0.0
1567840,156773.575,4899.2,0,0.0
1566284,156617.593,4894.3,0,0.0
1568394,156828.469,4900.9,0,0.0
