#ops,ops/sec,mb/sec,us/op,ms/op
204611,20440.849,79.8,0,0.0
199227,19903.060,77.7,0,0.0
192834,19264.286,75.2,0,0.0
195673,19547.938,76.3,0,0.0
194601,19440.859,75.9,0,0.0
209878,20966.940,81.8,0,0.0
