#ops,ops/sec,mb/sec,us/op,ms/op
320669,32035.073,125.1,0,0.0
318048,31773.341,124.1,0,0.0
318208,31789.545,124.2,0,0.0
370720,37035.287,144.7,0,0.0
376704,37632.621,147.0,0,0.0
378400,37802.893,147.7,0,0.0
