Filebench Version 1.5-alpha3
0.000: Allocated 4761MB of shared memory
0.052: Populating and pre-allocating filesets
0.052: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.016MB total size
0.052: Removing logfiles tree (if exists)
0.053: Pre-allocating directories in logfiles tree
0.053: Pre-allocating files in logfiles tree
0.612: bigfileset populated: 1250000 files, avg. dir. width = 20, avg. dir. depth = 4.7, 0 leafdirs, 19531.250MB total size
0.612: Removing bigfileset tree (if exists)
0.614: Pre-allocating directories in bigfileset tree
3.899: Pre-allocating files in bigfileset tree
170.249: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
170.384: Population and pre-allocation of filesets completed
178.186: Attempting to create fileset more than once, ignoring
178.202: Starting 1 webserver instances
179.394: Running...
189.492: Per-Operation Breakdown
finish               3905ops      390ops/s   0.0mb/s    0.000ms/op [0.000ms - 0.008ms]
closefile7           4147ops      415ops/s   0.0mb/s    0.489ms/op [0.022ms - 29.907ms]
readfile7            4146ops      415ops/s   6.5mb/s    1.445ms/op [0.348ms - 254.383ms]
openfile7            4148ops      415ops/s   0.0mb/s    5.493ms/op [0.384ms - 264.491ms]
closefile6           4148ops      415ops/s   0.0mb/s    0.535ms/op [0.004ms - 247.520ms]
readfile6            4149ops      415ops/s   6.5mb/s    1.434ms/op [0.239ms - 248.133ms]
openfile6            4146ops      415ops/s   0.0mb/s    5.338ms/op [0.238ms - 259.822ms]
closefile5           4146ops      415ops/s   0.0mb/s    0.545ms/op [0.009ms - 247.517ms]
readfile5            4146ops      415ops/s   6.5mb/s    1.450ms/op [0.229ms - 253.875ms]
openfile5            4149ops      415ops/s   0.0mb/s    5.159ms/op [0.206ms - 251.360ms]
closefile4           4149ops      415ops/s   0.0mb/s    0.603ms/op [0.026ms - 252.960ms]
readfile4            4150ops      415ops/s   6.5mb/s    1.568ms/op [0.237ms - 254.236ms]
openfile4            4149ops      415ops/s   0.0mb/s    5.156ms/op [0.279ms - 264.228ms]
closefile3           4150ops      415ops/s   0.0mb/s    0.476ms/op [0.011ms - 22.259ms]
readfile3            4150ops      415ops/s   6.5mb/s    1.451ms/op [0.232ms - 248.432ms]
openfile3            4147ops      415ops/s   0.0mb/s    5.351ms/op [0.193ms - 261.964ms]
closefile2           4147ops      415ops/s   0.0mb/s    0.477ms/op [0.015ms - 4.173ms]
readfile2            4146ops      415ops/s   6.5mb/s    1.506ms/op [0.251ms - 254.002ms]
openfile2            4148ops      415ops/s   0.0mb/s    5.265ms/op [0.215ms - 264.777ms]
closefile1           4147ops      415ops/s   0.0mb/s    0.478ms/op [0.012ms - 6.217ms]
readfile1            4146ops      415ops/s   6.5mb/s    1.472ms/op [0.239ms - 253.576ms]
openfile1            4146ops      415ops/s   0.0mb/s    5.679ms/op [0.204ms - 263.013ms]
209.688: IO Summary: 128572 ops 12856.461 ops/s 4147/415 rd/wr  68.0mb/s 7.073ms/op
219.786: Per-Operation Breakdown
finish               4203ops      420ops/s   0.0mb/s    0.000ms/op [0.000ms - 0.009ms]
appendlog            4205ops      420ops/s   3.3mb/s  142.246ms/op [0.451ms - 655.200ms]
closefile10          4205ops      420ops/s   0.0mb/s    0.508ms/op [0.017ms - 95.140ms]
readfile10           4205ops      420ops/s   6.6mb/s    1.409ms/op [0.237ms - 292.560ms]
openfile10           4208ops      421ops/s   0.0mb/s    5.167ms/op [0.264ms - 125.130ms]
closefile9           4208ops      421ops/s   0.0mb/s    0.476ms/op [0.013ms - 26.860ms]
readfile9            4209ops      421ops/s   6.6mb/s    1.454ms/op [0.239ms - 295.052ms]
openfile9            4209ops      421ops/s   0.0mb/s    5.468ms/op [0.216ms - 398.163ms]
closefile8           4208ops      421ops/s   0.0mb/s    0.469ms/op [0.008ms - 2.374ms]
readfile8            4207ops      421ops/s   6.6mb/s    1.384ms/op [0.238ms - 120.398ms]
openfile8            4207ops      421ops/s   0.0mb/s    5.926ms/op [0.372ms - 400.134ms]
closefile7           4207ops      421ops/s   0.0mb/s    0.504ms/op [0.007ms - 119.394ms]
readfile7            4207ops      421ops/s   6.6mb/s    1.367ms/op [0.233ms - 97.175ms]
openfile7            4203ops      420ops/s   0.0mb/s    5.394ms/op [0.254ms - 394.159ms]
closefile6           4203ops      420ops/s   0.0mb/s    0.480ms/op [0.014ms - 58.683ms]
readfile6            4204ops      420ops/s   6.6mb/s    1.363ms/op [0.236ms - 120.228ms]
openfile6            4207ops      421ops/s   0.0mb/s    5.517ms/op [0.213ms - 399.860ms]
closefile5           4208ops      421ops/s   0.0mb/s    0.521ms/op [0.023ms - 115.585ms]
readfile5            4208ops      421ops/s   6.6mb/s    1.480ms/op [0.223ms - 241.187ms]
openfile5            4205ops      420ops/s   0.0mb/s    5.542ms/op [0.217ms - 400.421ms]
closefile4           4206ops      421ops/s   0.0mb/s    0.468ms/op [0.021ms - 1.660ms]
readfile4            4204ops      420ops/s   6.6mb/s    1.391ms/op [0.233ms - 199.908ms]
openfile4            4205ops      420ops/s   0.0mb/s    5.534ms/op [0.359ms - 397.815ms]
closefile3           4204ops      420ops/s   0.0mb/s    0.487ms/op [0.023ms - 57.850ms]
readfile3            4205ops      420ops/s   6.6mb/s    1.382ms/op [0.240ms - 127.741ms]
openfile3            4205ops      420ops/s   0.0mb/s    5.479ms/op [0.228ms - 397.257ms]
closefile2           4205ops      420ops/s   0.0mb/s    0.544ms/op [0.026ms - 121.938ms]
readfile2            4206ops      421ops/s   6.6mb/s    1.378ms/op [0.265ms - 63.805ms]
openfile2            4203ops      420ops/s   0.0mb/s    5.164ms/op [0.237ms - 391.819ms]
closefile1           4203ops      420ops/s   0.0mb/s    0.513ms/op [0.020ms - 95.137ms]
readfile1            4204ops      420ops/s   6.6mb/s    1.418ms/op [0.257ms - 142.926ms]
openfile1            4203ops      420ops/s   0.0mb/s    5.894ms/op [0.208ms - 399.236ms]
219.786: IO Summary: 130376 ops 13036.905 ops/s 4206/420 rd/wr  69.0mb/s 6.978ms/op
229.884: Per-Operation Breakdown
finish               4358ops      436ops/s   0.0mb/s    0.000ms/op [0.000ms - 0.001ms]
appendlog            4362ops      436ops/s   3.4mb/s  137.734ms/op [0.580ms - 502.624ms]
closefile10          4364ops      436ops/s   0.0mb/s    0.468ms/op [0.012ms - 4.760ms]
readfile10           4365ops      436ops/s   6.8mb/s    1.382ms/op [0.238ms - 236.374ms]
openfile10           4362ops      436ops/s   0.0mb/s    5.092ms/op [0.359ms - 242.277ms]
closefile9           4362ops      436ops/s   0.0mb/s    0.496ms/op [0.027ms - 107.098ms]
readfile9            4363ops      436ops/s   6.8mb/s    1.334ms/op [0.382ms - 6.120ms]
openfile9            4361ops      436ops/s   0.0mb/s    5.172ms/op [0.368ms - 240.646ms]
closefile8           4362ops      436ops/s   0.0mb/s    0.466ms/op [0.024ms - 1.490ms]
readfile8            4362ops      436ops/s   6.8mb/s    1.311ms/op [0.244ms - 5.945ms]
openfile8            4361ops      436ops/s   0.0mb/s    5.156ms/op [0.364ms - 244.505ms]
closefile7           4361ops      436ops/s   0.0mb/s    0.490ms/op [0.020ms - 107.081ms]
readfile7            4361ops      436ops/s   6.8mb/s    1.371ms/op [0.229ms - 236.525ms]
openfile7            4363ops      436ops/s   0.0mb/s    5.183ms/op [0.224ms - 116.112ms]
closefile6           4363ops      436ops/s   0.0mb/s    0.468ms/op [0.019ms - 4.382ms]
readfile6            4362ops      436ops/s   6.8mb/s    1.320ms/op [0.235ms - 6.180ms]
openfile6            4359ops      436ops/s   0.0mb/s    5.256ms/op [0.358ms - 243.155ms]
closefile5           4358ops      436ops/s   0.0mb/s    0.525ms/op [0.011ms - 235.774ms]
readfile5            4358ops      436ops/s   6.8mb/s    1.341ms/op [0.233ms - 111.192ms]
openfile5            4359ops      436ops/s   0.0mb/s    5.184ms/op [0.354ms - 241.843ms]
closefile4           4359ops      436ops/s   0.0mb/s    0.471ms/op [0.020ms - 4.765ms]
readfile4            4361ops      436ops/s   6.8mb/s    1.456ms/op [0.236ms - 236.520ms]
openfile4            4360ops      436ops/s   0.0mb/s    5.218ms/op [0.238ms - 242.913ms]
closefile3           4360ops      436ops/s   0.0mb/s    0.467ms/op [0.015ms - 1.655ms]
readfile3            4360ops      436ops/s   6.8mb/s    1.335ms/op [0.247ms - 107.541ms]
openfile3            4361ops      436ops/s   0.0mb/s    5.399ms/op [0.205ms - 244.021ms]
closefile2           4361ops      436ops/s   0.0mb/s    0.468ms/op [0.014ms - 4.040ms]
readfile2            4360ops      436ops/s   6.8mb/s    1.351ms/op [0.255ms - 107.562ms]
openfile2            4360ops      436ops/s   0.0mb/s    5.225ms/op [0.204ms - 244.479ms]
closefile1           4360ops      436ops/s   0.0mb/s    0.465ms/op [0.016ms - 1.641ms]
readfile1            4359ops      436ops/s   6.8mb/s    1.380ms/op [0.231ms - 236.457ms]
openfile1            4358ops      436ops/s   0.0mb/s    5.563ms/op [0.214ms - 240.913ms]
229.884: IO Summary: 135187 ops 13517.935 ops/s 4361/436 rd/wr  71.5mb/s 6.728ms/op
239.991: Per-Operation Breakdown
finish               4100ops      410ops/s   0.0mb/s    0.000ms/op [0.000ms - 0.008ms]
appendlog            4088ops      409ops/s   3.2mb/s  146.428ms/op [0.562ms - 541.524ms]
closefile10          4092ops      409ops/s   0.0mb/s    0.522ms/op [0.009ms - 169.250ms]
readfile10           4091ops      409ops/s   6.4mb/s    1.376ms/op [0.229ms - 45.866ms]
openfile10           4093ops      409ops/s   0.0mb/s    5.644ms/op [0.197ms - 271.221ms]
closefile9           4093ops      409ops/s   0.0mb/s    0.486ms/op [0.022ms - 31.036ms]
readfile9            4091ops      409ops/s   6.4mb/s    1.522ms/op [0.262ms - 258.055ms]
openfile9            4094ops      409ops/s   0.0mb/s    5.354ms/op [0.212ms - 263.728ms]
closefile8           4094ops      409ops/s   0.0mb/s    0.498ms/op [0.009ms - 15.620ms]
readfile8            4094ops      409ops/s   6.4mb/s    1.436ms/op [0.259ms - 57.699ms]
openfile8            4093ops      409ops/s   0.0mb/s    5.742ms/op [0.198ms - 262.947ms]
closefile7           4093ops      409ops/s   0.0mb/s    0.528ms/op [0.024ms - 169.179ms]
readfile7            4094ops      409ops/s   6.4mb/s    1.428ms/op [0.236ms - 170.279ms]
openfile7            4092ops      409ops/s   0.0mb/s    5.366ms/op [0.220ms - 265.168ms]
closefile6           4092ops      409ops/s   0.0mb/s    0.486ms/op [0.010ms - 7.492ms]
readfile6            4092ops      409ops/s   6.4mb/s    1.398ms/op [0.241ms - 46.281ms]
openfile6            4094ops      409ops/s   0.0mb/s    5.642ms/op [0.228ms - 261.241ms]
closefile5           4094ops      409ops/s   0.0mb/s    0.495ms/op [0.010ms - 16.211ms]
readfile5            4094ops      409ops/s   6.4mb/s    1.482ms/op [0.250ms - 170.145ms]
openfile5            4098ops      410ops/s   0.0mb/s    5.789ms/op [0.230ms - 265.957ms]
closefile4           4097ops      410ops/s   0.0mb/s    0.597ms/op [0.010ms - 256.949ms]
readfile4            4095ops      409ops/s   6.4mb/s    1.523ms/op [0.217ms - 257.913ms]
openfile4            4096ops      410ops/s   0.0mb/s    5.742ms/op [0.195ms - 263.898ms]
closefile3           4096ops      410ops/s   0.0mb/s    0.494ms/op [0.017ms - 31.058ms]
readfile3            4095ops      409ops/s   6.4mb/s    1.495ms/op [0.214ms - 258.475ms]
openfile3            4095ops      409ops/s   0.0mb/s    5.702ms/op [0.366ms - 264.569ms]
closefile2           4095ops      409ops/s   0.0mb/s    0.489ms/op [0.011ms - 22.104ms]
readfile2            4097ops      410ops/s   6.4mb/s    1.464ms/op [0.245ms - 257.716ms]
openfile2            4098ops      410ops/s   0.0mb/s    5.431ms/op [0.048ms - 262.850ms]
closefile1           4098ops      410ops/s   0.0mb/s    0.548ms/op [0.010ms - 257.126ms]
readfile1            4100ops      410ops/s   6.4mb/s    1.510ms/op [0.210ms - 257.562ms]
openfile1            4100ops      410ops/s   0.0mb/s    5.747ms/op [0.036ms - 262.628ms]
239.991: IO Summary: 126928 ops 12692.065 ops/s 4094/409 rd/wr  67.2mb/s 7.166ms/op
250.090: Per-Operation Breakdown
finish               4276ops      428ops/s   0.0mb/s    0.000ms/op [0.000ms - 0.009ms]
appendlog            4281ops      428ops/s   3.3mb/s  140.022ms/op [0.610ms - 672.563ms]
closefile10          4283ops      428ops/s   0.0mb/s    0.558ms/op [0.021ms - 184.159ms]
readfile10           4282ops      428ops/s   6.7mb/s    1.458ms/op [0.247ms - 188.831ms]
openfile10           4281ops      428ops/s   0.0mb/s    5.251ms/op [0.209ms - 309.706ms]
closefile9           4281ops      428ops/s   0.0mb/s    0.472ms/op [0.014ms - 2.756ms]
readfile9            4281ops      428ops/s   6.7mb/s    1.456ms/op [0.244ms - 362.920ms]
openfile9            4280ops      428ops/s   0.0mb/s    5.280ms/op [0.195ms - 418.041ms]
closefile8           4279ops      428ops/s   0.0mb/s    0.469ms/op [0.016ms - 2.753ms]
readfile8            4279ops      428ops/s   6.7mb/s    1.334ms/op [0.239ms - 52.337ms]
openfile8            4280ops      428ops/s   0.0mb/s    5.315ms/op [0.365ms - 409.451ms]
closefile7           4280ops      428ops/s   0.0mb/s    0.477ms/op [0.011ms - 27.653ms]
readfile7            4282ops      428ops/s   6.7mb/s    1.446ms/op [0.222ms - 360.578ms]
openfile7            4283ops      428ops/s   0.0mb/s    5.328ms/op [0.228ms - 377.807ms]
closefile6           4283ops      428ops/s   0.0mb/s    0.483ms/op [0.007ms - 29.192ms]
readfile6            4282ops      428ops/s   6.7mb/s    1.465ms/op [0.239ms - 364.371ms]
openfile6            4282ops      428ops/s   0.0mb/s    5.338ms/op [0.253ms - 376.757ms]
closefile5           4283ops      428ops/s   0.0mb/s    0.471ms/op [0.010ms - 3.709ms]
readfile5            4283ops      428ops/s   6.7mb/s    1.367ms/op [0.249ms - 52.293ms]
openfile5            4278ops      428ops/s   0.0mb/s    5.407ms/op [0.233ms - 418.539ms]
closefile4           4278ops      428ops/s   0.0mb/s    0.477ms/op [0.009ms - 35.888ms]
readfile4            4279ops      428ops/s   6.7mb/s    1.354ms/op [0.252ms - 8.660ms]
openfile4            4282ops      428ops/s   0.0mb/s    5.560ms/op [0.371ms - 417.120ms]
closefile3           4282ops      428ops/s   0.0mb/s    0.473ms/op [0.008ms - 2.414ms]
readfile3            4282ops      428ops/s   6.7mb/s    1.354ms/op [0.237ms - 8.507ms]
openfile3            4279ops      428ops/s   0.0mb/s    5.391ms/op [0.206ms - 417.202ms]
closefile2           4279ops      428ops/s   0.0mb/s    0.490ms/op [0.021ms - 49.635ms]
readfile2            4278ops      428ops/s   6.7mb/s    1.384ms/op [0.231ms - 128.780ms]
openfile2            4277ops      428ops/s   0.0mb/s    5.343ms/op [0.200ms - 412.762ms]
closefile1           4277ops      428ops/s   0.0mb/s    0.533ms/op [0.021ms - 176.288ms]
readfile1            4275ops      427ops/s   6.7mb/s    1.372ms/op [0.247ms - 188.791ms]
openfile1            4276ops      428ops/s   0.0mb/s    5.552ms/op [0.217ms - 373.371ms]
250.090: IO Summary: 132687 ops 13267.892 ops/s 4280/428 rd/wr  70.2mb/s 6.861ms/op
260.188: Per-Operation Breakdown
finish               4294ops      429ops/s   0.0mb/s    0.000ms/op [0.000ms - 0.009ms]
appendlog            4297ops      430ops/s   3.3mb/s  138.232ms/op [0.434ms - 429.688ms]
closefile10          4296ops      430ops/s   0.0mb/s    0.505ms/op [0.013ms - 58.852ms]
readfile10           4297ops      430ops/s   6.7mb/s    1.407ms/op [0.241ms - 50.044ms]
openfile10           4298ops      430ops/s   0.0mb/s    5.347ms/op [0.211ms - 162.093ms]
closefile9           4298ops      430ops/s   0.0mb/s    0.482ms/op [0.009ms - 3.323ms]
readfile9            4298ops      430ops/s   6.7mb/s    1.377ms/op [0.237ms - 8.650ms]
openfile9            4300ops      430ops/s   0.0mb/s    5.529ms/op [0.362ms - 164.053ms]
closefile8           4300ops      430ops/s   0.0mb/s    0.527ms/op [0.021ms - 74.408ms]
readfile8            4300ops      430ops/s   6.7mb/s    1.408ms/op [0.233ms - 53.132ms]
openfile8            4300ops      430ops/s   0.0mb/s    5.401ms/op [0.047ms - 161.171ms]
closefile7           4300ops      430ops/s   0.0mb/s    0.497ms/op [0.010ms - 35.380ms]
readfile7            4297ops      430ops/s   6.7mb/s    1.389ms/op [0.247ms - 36.276ms]
openfile7            4298ops      430ops/s   0.0mb/s    5.506ms/op [0.212ms - 161.648ms]
closefile6           4299ops      430ops/s   0.0mb/s    0.490ms/op [0.009ms - 45.675ms]
readfile6            4299ops      430ops/s   6.7mb/s    1.391ms/op [0.250ms - 74.599ms]
openfile6            4296ops      430ops/s   0.0mb/s    5.488ms/op [0.348ms - 163.084ms]
closefile5           4295ops      429ops/s   0.0mb/s    0.480ms/op [0.011ms - 4.318ms]
readfile5            4295ops      429ops/s   6.7mb/s    1.384ms/op [0.241ms - 51.122ms]
openfile5            4294ops      429ops/s   0.0mb/s    5.431ms/op [0.220ms - 164.756ms]
closefile4           4295ops      429ops/s   0.0mb/s    0.495ms/op [0.019ms - 63.860ms]
readfile4            4296ops      430ops/s   6.7mb/s    1.415ms/op [0.232ms - 131.156ms]
openfile4            4293ops      429ops/s   0.0mb/s    5.450ms/op [0.238ms - 163.716ms]
closefile3           4293ops      429ops/s   0.0mb/s    0.493ms/op [0.011ms - 33.551ms]
readfile3            4294ops      429ops/s   6.7mb/s    1.422ms/op [0.237ms - 138.504ms]
openfile3            4294ops      429ops/s   0.0mb/s    5.362ms/op [0.196ms - 160.893ms]
closefile2           4294ops      429ops/s   0.0mb/s    0.504ms/op [0.009ms - 63.827ms]
readfile2            4294ops      429ops/s   6.7mb/s    1.410ms/op [0.238ms - 82.939ms]
openfile2            4294ops      429ops/s   0.0mb/s    5.401ms/op [0.226ms - 156.496ms]
closefile1           4294ops      429ops/s   0.0mb/s    0.487ms/op [0.019ms - 15.713ms]
readfile1            4294ops      429ops/s   6.7mb/s    1.402ms/op [0.253ms - 142.053ms]
openfile1            4294ops      429ops/s   0.0mb/s    5.595ms/op [0.206ms - 59.926ms]
260.188: IO Summary: 133186 ops 13317.837 ops/s 4296/430 rd/wr  70.5mb/s 6.830ms/op
270.293: Per-Operation Breakdown
finish               4492ops      449ops/s   0.0mb/s    0.000ms/op [0.000ms - 0.001ms]
appendlog            4479ops      448ops/s   3.5mb/s  132.869ms/op [0.389ms - 316.676ms]
closefile10          4479ops      448ops/s   0.0mb/s    0.485ms/op [0.008ms - 43.574ms]
readfile10           4480ops      448ops/s   7.0mb/s    1.316ms/op [0.242ms - 6.565ms]
openfile10           4481ops      448ops/s   0.0mb/s    5.281ms/op [0.361ms - 59.633ms]
closefile9           4482ops      448ops/s   0.0mb/s    0.463ms/op [0.010ms - 1.609ms]
readfile9            4483ops      448ops/s   7.0mb/s    1.321ms/op [0.255ms - 6.886ms]
openfile9            4483ops      448ops/s   0.0mb/s    5.168ms/op [0.227ms - 58.379ms]
closefile8           4483ops      448ops/s   0.0mb/s    0.487ms/op [0.021ms - 43.562ms]
readfile8            4484ops      448ops/s   7.0mb/s    1.329ms/op [0.238ms - 11.063ms]
openfile8            4485ops      448ops/s   0.0mb/s    5.160ms/op [0.229ms - 57.768ms]
closefile7           4485ops      448ops/s   0.0mb/s    0.467ms/op [0.008ms - 1.944ms]
readfile7            4486ops      449ops/s   7.0mb/s    1.341ms/op [0.241ms - 46.367ms]
openfile7            4484ops      448ops/s   0.0mb/s    5.110ms/op [0.231ms - 55.077ms]
closefile6           4483ops      448ops/s   0.0mb/s    0.472ms/op [0.017ms - 2.249ms]
readfile6            4483ops      448ops/s   7.0mb/s    1.350ms/op [0.247ms - 45.033ms]
openfile6            4486ops      449ops/s   0.0mb/s    5.069ms/op [0.245ms - 36.398ms]
