0.52	3.71
0.34	2.28
0.34	2.59
0.26	1.72
0.2	1.55
0.39	3.03
0.32	2.49
0.45	3.55
0.34	2.34
0.25	1.97
0.54	4.08
0.29	2.44
0.25	1.82
0.51	4
0.34	2.35
0.34	2.54
0.17	1.37
0.55	4.17
0.32	2.46
0.19	1.47
0.25	2.08
0.53	4.13
0.32	2.27
0.27	2.27
0.45	3.51
0.6	4.26
0.39	2.78
0.12	0.9
0.26	1.68
0.44	3.37
0.34	2.61
0.47	3.58
0.26	2.05
0.22	1.85
0.51	3.9
0.35	2.48
0.21	1.55
0.5	4.01
0.4	3.43
0.34	2.83
0.23	1.6
0.17	1.33
0.66	4.57
0.32	2.39
0.56	4.34
0.19	1.79
0.19	1.58
0.62	4.61
0.29	2.16
0.44	3.33
0.36	2.86
0.3	2.22
