22.011	16.3082	5.70285
1.92974	1.38545	0.544285
72.3149	2.71116	69.6038
29.9748	6.85139	23.1234
18.3283	7.50252	10.8258
27.775	9.02179	18.7532
48.8287	3.74805	45.0807
37.1998	7.4093	29.7905
2.18579	0.993542	1.19225
37.356	10.1152	27.2409
2.40905	1.47493	0.93412
40.3464	21.5996	18.7468
18.7909	10.8312	7.9597
30.1266	4.4557	25.6709
1.54143	0.626204	0.915222
37.1181	10.387	26.7312
16.8177	5.84089	10.9768
32.4655	2.29709	30.1685
47.3196	20.3093	27.0103
83.8794	29.8492	54.0302
2.82598	2.52851	0.297471
23.1768	11.4386	11.7383
30.9335	17.3784	13.5551
25.8734	8.96203	16.9114
56.6047	17.0279	39.5769
22.0193	8.98021	13.0391
44.3705	15.0972	29.2733
18.0328	6.85544	11.1773
84.1361	42.0419	42.0942
10.423	7.95569	2.46727
97.3087	52.7177	44.591
16.2638	6.59617	9.66767
2.55767	1.40421	1.15346
64.8788	30.7891	34.0897
3.14058	2.09372	1.04686
93.7074	26.0094	67.698
7.55378	3.25163	4.30215
3.33168	0.845351	2.48633
20.2122	5.50783	14.7044
74.2767	26.4072	47.8695
2.73632	0.995025	1.74129
53.7199	17.4448	36.275
76.2278	21.4734	54.7544
38.0928	10.9638	27.129
2.22545	1.1611	1.06434
69.4802	32.8873	36.5929
2.86145	2.20884	0.65261
74.0334	21.9436	52.0899
10.1644	4.4843	5.68012
27.4709	3.39584	24.075
62.435	28.0437	34.3913
55.7742	30.1398	25.6344
2.75138	1.95098	0.8004
54.8686	15.1984	39.6703
13.7028	5.79345	7.90932
54.0554	14.8357	39.2197
14.8926	5.04748	9.84508
12.7191	5.35804	7.36104
37.9152	10.1686	27.7466
72.8025	20.424	52.3785
2.29268	1.70732	0.585366
34.7937	3.0056	31.7881
46.9767	4.59948	42.3773
91.5344	30	61.5344
19.8705	11.9024	7.96813
5.12048	2.10843	3.01205
2.74314	0.84788	1.89526
19.6962	5.31646	14.3797
29.7177	11.1441	18.5736
21.5043	7.26906	14.2352
19.0646	9.5577	9.50686
51.3444	29.1624	22.182
15.6724	8.39232	7.28008
61.037	25.0513	35.9856
14.0562	1.85743	12.1988
35.8316	7.90554	27.9261
96.7588	53.135	43.6238
29.4447	10.1885	19.2562
7.35516	2.61965	4.73552
29.1938	9.4642	19.7296
7.51766	1.96771	5.54995
56.9959	15.8436	41.1523
55.4117	9.26981	46.1419
