1.7	3.35
0.43	3.14
0.3	2.59
0.24	1.69
0.17	1.32
0.45	3.39
0.26	1.9
0.32	2.81
0.55	4.56
0.42	3.32
0.11	0.93
0.01	0.18
0.59	4.52
0.14	1.11
0.59	4.53
0.24	1.91
0.13	1
0.59	4.53
0.3	2.3
0.21	1.56
0.59	3.98
0.28	2.44
0.39	2.99
0.56	4.26
0.2	1.81
0.15	1.34
0.32	2.45
0.4	3.37
0.32	2.44
0.34	2.8
0.3	2.37
0.28	2.26
0.45	3.53
0.33	2.53
0.25	2.07
0.37	2.79
0.06	0.63
0.54	4.17
0.16	1.23
0.58	4.56
0.25	1.54
0.61	3.94
0.19	0.88
0.6	4.55
0.24	1.99
0.52	4.4
0.29	2.37
0.28	2.31
0.26	2.06
0.27	2.1
0.35	2.86
0.36	2.75
