#ops,ops/sec,mb/sec,us/op,ms/op
460,45.997,42.8,0,0.0
474,47.397,47.4,0,0.0
470,46.994,47.0,0,0.0
472,47.191,47.2,0,0.0
462,46.192,46.2,0,0.0
464,46.393,46.4,0,0.0
472,47.193,47.2,0,0.0
467,46.693,46.7,0,0.0
471,47.093,47.1,0,0.0
457,45.693,45.7,0,0.0
461,46.093,46.1,0,0.0
470,46.992,47.0,0,0.0
468,46.793,46.8,0,0.0
462,46.193,46.2,0,0.0
473,47.292,47.3,0,0.0
476,47.593,47.6,0,0.0
479,47.893,47.9,0,0.0
465,46.493,46.5,0,0.0
472,47.194,47.2,0,0.0
460,45.994,46.0,0,0.0
464,46.392,46.4,0,0.0
465,46.493,46.5,0,0.0
461,46.093,46.1,0,0.0
479,47.893,47.9,0,0.0
462,46.193,46.2,0,0.0
464,46.394,46.4,0,0.0
463,46.294,46.3,0,0.0
459,45.894,45.9,0,0.0
479,47.893,47.9,0,0.0
475,47.493,47.5,0,0.0
463,46.293,46.3,0,0.0
469,46.894,46.9,0,0.0
461,46.093,46.1,0,0.0
468,46.794,46.8,0,0.0
453,45.295,45.3,0,0.0
461,46.094,46.1,0,0.0
454,45.394,45.4,0,0.0
467,46.694,46.7,0,0.0
467,46.694,46.7,0,0.0
469,46.893,46.9,0,0.0
465,46.494,46.5,0,0.0
463,46.294,46.3,0,0.0
468,46.793,46.8,0,0.0
465,46.493,46.5,0,0.0
462,46.193,46.2,0,0.0
462,46.194,46.2,0,0.0
467,46.693,46.7,0,0.0
467,46.693,46.7,0,0.0
466,46.593,46.6,0,0.0
462,46.193,46.2,0,0.0
478,47.793,47.8,0,0.0
458,45.793,45.8,0,0.0
467,46.692,46.7,0,0.0
458,45.793,45.8,0,0.0
474,47.393,47.4,0,0.0
451,45.093,45.1,0,0.0
470,46.993,47.0,0,0.0
464,46.394,46.4,0,0.0
461,46.093,46.1,0,0.0
466,46.594,46.6,0,0.0
473,47.293,47.3,0,0.0
460,45.992,46.0,0,0.0
315,44.992,45.0,0,0.0
