97.9293	97.7665	0.162819
96.7571	96.7571	0
98.0598	97.9472	0.112655
97.5788	97.4828	0.0960134
97.2633	97.1254	0.137879
97.7106	97.2594	0.451203
97.6456	97.6456	0
98.4346	98.3469	0.0876644
96.5522	96.5229	0.029219
96.7069	96.686	0.020869
97.7889	97.7764	0.0125392
97.4588	97.3962	0.0625913
96.3608	96.3107	0.0500814
97.5852	96.7371	0.848095
97.3908	97.1988	0.192035
98.2965	98.2923	0.00417537
96.371	96.3585	0.0125282
97.0392	96.9724	0.066817
98.2916	98.2624	0.0292385
96.8293	96.8293	0
98.1161	98.1078	0.00835422
95.2661	94.8946	0.37153
96.3161	95.911	0.405146
98.1915	98.1915	0
95.6304	95.6053	0.0250648
98.0786	98.0703	0.00835387
97.3652	97.3569	0.00835108
97.0287	97.0078	0.0208951
98.0699	98.0658	0.00417763
97.1712	96.3856	0.785559
98.6178	98.5927	0.0250553
96.9793	96.971	0.00834446
97.425	97.4166	0.0083469
97.6734	97.6651	0.00835387
98.0538	98.0496	0.00417641
97.8526	97.8359	0.0167112
96.9682	96.822	0.146162
98.3335	98.1915	0.142004
97.6489	97.0893	0.559592
97.4399	97.4399	0
95.057	95.0361	0.0208742
98.3657	98.349	0.0167189
97.3485	97.311	0.0375799
97.8623	97.8581	0.00417519
96.2658	96.2575	0.00835387
97.1938	96.3113	0.882439
98.6048	98.5797	0.0250637
96.5529	96.5487	0.00417833
96.6764	96.6263	0.0501044
97.6694	97.6276	0.0417676
97.4644	97.456	0.00835457
96.9233	96.9149	0.00834934
97.8334	97.8293	0.00417449
96.7198	96.6697	0.0500793
96.3599	95.3611	0.99883
97.7015	97.7015	0
97.7784	97.7534	0.0250553
96.2538	96.2454	0.00835282
96.4872	96.4663	0.0208847
97.3082	97.2999	0.00834655
96.0756	96.0339	0.0417484
96.7997	96.2231	0.576562
97.0726	96.7468	0.325733
98.689	98.689	0
94.7296	94.6837	0.0459386
97.6366	97.6199	0.0167022
96.9377	96.921	0.0166882
97.2762	97.272	0.00417763
96.9796	96.9754	0.00417763
96.5679	95.69	0.87789
98.6054	98.5678	0.0375799
96.6722	96.6722	0
96.2539	96.2372	0.0167049
96.8343	96.8259	0.00835282
97.4067	97.4025	0.00417606
95.9421	95.9337	0.00834968
97.3402	97.3318	0.00835108
96.8663	96.5821	0.284127
97.902	97.2709	0.631086
97.048	97.048	0
95.5919	95.5877	0.00417833
97.105	97.0758	0.0292422
98.0216	98.0174	0.0041738
98.2176	98.2009	0.0166973
97.1801	97.1759	0.00417763
96.2267	96.0762	0.150432
96.9674	96.2531	0.714286
95.9826	95.9492	0.0334085
97.8622	97.858	0.00417537
97.5441	97.5232	0.0208838
97.2423	97.2339	0.00835666
97.7852	97.756	0.029252
98.4756	98.4756	0
98.688	98.6838	0.00417833
94.4577	93.8809	0.576803
97.3229	96.9721	0.350819
98.51	98.51	0
95.5398	95.5105	0.0292337
97.372	97.3595	0.0125339
96.7147	96.7105	0.00417449
97.028	97.0071	0.0208707
96.9602	96.9352	0.0250532
97.4967	96.5605	0.936142
98.6426	98.6426	0
97.5109	97.5067	0.00417641
95.7348	95.7265	0.00835492
96.7203	96.7036	0.0167119
97.5345	97.5137	0.0208585
96.1442	95.8727	0.271535
97.4555	96.9917	0.463775
98.6044	98.6044	0
94.2712	94.2628	0.00835108
97.593	97.5679	0.0250731
97.3662	97.3621	0.00417397
96.8329	96.8204	0.0125183
97.491	97.4827	0.00834934
97.2112	96.3708	0.840406
98.6627	98.6627	0
95.2405	95.2363	0.00417868
97.8078	97.7994	0.00835143
96.3067	96.3025	0.00417798
96.5425	96.5383	0.00417571
97.0065	96.7644	0.242151
97.7159	97.2607	0.455153
97.7069	97.7069	0
96.1786	96.1702	0.00835282
96.4174	96.3923	0.0250532
96.9883	96.9549	0.0334169
97.7534	97.7492	0.00417589
96.4639	96.4597	0.00417484
96.8817	95.9424	0.939261
98.7128	98.7128	0
96.4207	96.3914	0.0292361
96.971	96.9668	0.00417798
97.8444	97.8361	0.00835492
97.4968	97.4759	0.0208951
98.3626	98.3585	0.00417693
97.7773	97.6311	0.146229
97.224	97.1363	0.0876644
