1.51	2.76
0.62	3.38
0.33	2.12
0.3	1.64
0.6	3.4
0.34	2.12
0.37	2.25
0.25	1.64
0.4	2.31
0.43	2.68
0.45	2.7
0.45	2.77
0.41	2.61
0.44	2.58
0.27	1.69
0.62	3.57
0.46	2.65
0.25	1.64
0.65	4.17
0.39	2.18
0.27	1.46
0.71	4.22
0.33	2.27
0.28	1.68
0.69	4.21
0.28	1.72
0.7	3.8
0.38	2.22
0.35	2.16
0.27	1.62
0.51	3.22
0.26	1.78
0.32	1.83
0.41	2.41
0.3	2.14
0.55	3.07
0.4	2.54
0.41	2.53
0.3	1.91
0.71	4.22
0.46	2.88
0.38	2.41
0.43	2.7
0.61	3.78
0.56	3.33
0.22	1.41
0.35	1.94
0.65	3.99
0.43	2.74
0.66	4.14
0.24	1.41
0.27	1.71
0.52	3.17
