0.44	0.69
1.58	0.06
0.02	0.09
0.02	0.1
0.02	0.07
0.03	0.08
0.02	0.07
0.02	0.07
0.02	0.08
0.03	0.09
0.02	0.09
0.02	0.06
0.02	0.09
0.02	0.09
0.03	0.07
0.01	0.07
0.02	0.09
0.03	0.07
0.02	0.08
0.02	0.06
0.02	0.09
0.03	0.07
0.02	0.05
0.03	0.06
0.02	0.07
0.02	0.06
0.02	0.07
0.02	0.07
0.03	0.07
0.01	0.07
0.03	0.07
0.02	0.09
0.02	0.09
0.02	0.06
0.02	0.07
0.02	0.07
0.03	0.08
0.02	0.07
0.02	0.07
0.02	0.08
0.02	0.09
0.04	0.09
0.02	0.06
0.02	0.11
0.03	0.09
0.02	0.09
0.02	0.13
0.02	0.11
0.02	0.1
0.01	0.1
0.04	0.1
0.02	0.12
0.02	0.1
0.02	0.11
0.02	0.09
0.03	0.11
0.02	0.09
0.02	0.1
0.02	0.09
0.03	0.09
0.03	0.12
0.02	0.08
0.02	0.13
0.03	0.09
0.04	0.09
0.02	0.09
0.02	0.1
0.01	0.1
0.02	0.08
0.03	0.09
0.01	0.12
0.03	0.12
0.02	0.09
0.01	0.12
0.03	0.1
0.02	0.1
0.04	0.13
0.02	0.09
0.02	0.1
0.02	0.1
0.03	0.11
0.02	0.12
0.02	0.1
0.02	0.09
0.02	0.12
0.03	0.11
0.02	0.1
0.02	0.12
0.02	0.09
0.03	0.1
0.02	0.12
0.03	0.11
0.02	0.1
0.03	0.12
0.02	0.12
0.02	0.11
0.02	0.09
0.02	0.08
0.03	0.14
0.02	0.09
0.02	0.12
0.01	0.1
0.02	0.12
0.03	0.12
0.03	0.1
0.02	0.12
0.01	0.11
0.03	0.1
0.02	0.09
0.02	0.11
0.02	0.11
0.02	0.09
0.03	0.08
0.01	0.09
0.03	0.11
0.02	0.11
0.02	0.1
0.02	0.1
0.03	0.11
0.02	0.1
0.04	0.1
0.02	0.09
0.03	0.11
0.02	0.09
0.02	0.1
0.02	0.09
0.03	0.11
0.02	0.09
0.03	0.15
0.02	0.1
0.02	0.09
0.03	0.12
0.08	0.13
0.01	0.09
0.03	0.12
0.02	0.08
0.03	0.09
0.02	0.09
0.02	0.13
0.02	0.11
0.02	0.09
0.03	0.11
0.03	0.08
0.01	0.1
0.03	0.12
0.02	0.11
0.02	0.11
0.02	0.08
0.03	0.11
0.02	0.09
0.02	0.1
0.03	0.1
0.04	0.09
0.41	0.16
0.02	0.12
0.02	0.13
0.02	0.1
0.02	0.08
0.03	0.13
0.02	0.08
0.02	0.16
0.02	0.12
0.02	0.08
0.03	0.08
0.02	0.12
0.02	0.11
0.02	0.12
0.02	0.1
0.02	0.08
0.04	0.11
0.02	0.11
0.02	0.1
0.02	0.12
0.02	0.12
0.03	0.13
0.02	0.08
0.02	0.08
0.02	0.1
0.03	0.13
0.02	0.1
0.02	0.11
0.03	0.09
0.02	0.13
0.02	0.08
0.03	0.11
0.02	0.13
0.03	0.1
