2.23	3.52
0.29	1.83
0.13	0.98
0.6	3.87
0.34	2.32
0.15	1.1
0.4	2.9
0.15	1.3
0.5	3.59
0.02	0.38
0.63	4.16
0.4	2.83
0.05	0.55
0.56	4.12
0.35	2.77
0.34	2.47
0.22	1.64
0.38	2.69
0.48	3.47
0.18	1.31
0.41	3.17
0.49	3.47
0.14	1.19
0.54	3.53
0.03	0.44
0.54	3.84
0.45	3.21
0.02	0.44
0.56	3.87
0.33	2.49
0.17	1.28
0.4	2.84
0.2	1.58
0.47	3.36
0.24	1.8
0.23	1.68
0.52	3.71
0.29	1.86
0.24	1.9
0.46	3.61
0.23	1.71
0.28	2.04
0.48	3.65
0.19	1.56
0.31	2.33
0.42	3.44
0.17	1.56
0.52	3.6
0.04	0.54
0.5	3.63
0.36	2.57
0.04	0.46
0.55	4.07
0.3	2.5
0.03	0.42
0.61	4.17
0.33	2.68
0.09	0.93
0.56	4.12
0.34	2.61
0.14	1.04
0.54	3.84
0.26	1.89
0.26	2.01
0.3	2.23
0.31	2.29
0.36	2.7
