92.2018	72.3242	19.8777
93.3095	73.6977	19.6118
94.214	75.576	18.638
93.2108	74.3747	18.8361
93.4083	73.4798	19.9285
93.1298	70.7379	22.3919
93.476	72.3751	21.1009
94.467	78.6294	15.8376
93.9888	75.191	18.7978
93.2481	74.1688	19.0793
92.8389	74.3734	18.4655
93.2074	73.5444	19.6629
93.4325	71.8317	21.6008
93.4794	73.2043	20.2751
92.6755	73.703	18.9725
94.2044	78.851	15.3533
93.3061	73.4287	19.8774
94.7476	78.6843	16.0632
92.7588	71.5451	21.2137
94.6565	77.8117	16.8448
93.3775	72.9496	20.4279
93.4393	69.5541	23.8852
92.8135	73.3945	19.419
93.2584	73.6977	19.5608
93.8744	69.7805	24.0939
93.5616	73.3265	20.2351
93.2177	72.0551	21.1627
94.0995	74.2432	19.8563
93.6451	74.2755	19.3696
93.555	73.555	20
93.3538	71.4724	21.8814
93.0102	72.3469	20.6633
93.3572	72.6622	20.6949
94.4642	78.7709	15.6932
