1.15115	0.2002	0	0.950951
1.1523	0.250501	0	0.901804
1.2018	0.250376	0	0.951427
1.10276	0.150376	0	0.952381
1.1022	0.200401	0	0.901804
1.15288	0.250627	0	0.902256
1.15115	0.15015	0	0.950951
1.20301	0.300752	0	0.902256
1.25125	0.25025	0	1.001
1.05369	0.150527	0	0.903161
1.1523	0.200401	0	0.951904
1.2012	0.25025	0	0.950951
1.1523	0.200401	0	0.951904
1.2024	0.250501	0	0.951904
1.15346	0.250752	0	0.902708
1.1022	0.200401	0	0.851703
1.15173	0.2003	0	0.951427
1.10276	0.200501	0	0.902256
1.25188	0.2003	0	1.05158
1.1523	0.150301	0	1.002
1.15173	0.2003	0	0.951427
1.15173	0.150225	0	1.0015
1.1022	0.200401	0	0.901804
1.15173	0.2003	0	0.951427
1.00301	0.150451	0	0.852558
1.15346	0.200602	0	0.952859
1.1523	0.250501	0	0.901804
1.10165	0.150225	0	0.951427
1.1022	0.250501	0	0.851703
1.1523	0.200401	0	0.951904
1.10276	0.150376	0	0.952381
1.2012	0.25025	0	0.950951
1.1022	0.150301	0	0.951904
1.20301	0.250627	0	0.952381
1.0521	0.150301	0	0.901804
1.2024	0.250501	0	0.951904
1.05263	0.150376	0	0.902256
1.05263	0.150376	0	0.902256
1.2024	0.200401	0	0.951904
1.05263	0.200501	0	0.85213
1.1523	0.250501	0	0.901804
1.2024	0.200401	0	1.002
1.2006	0.250125	0	0.950475
1.20301	0.200501	0	1.00251
1.2012	0.15015	0	1.05105
1.2012	0.2002	0	1.001
1.00301	0.200602	0	0.802407
1.1022	0.200401	0	0.901804
1.1523	0.200401	0	0.951904
1.15115	0.2002	0	0.950951
1.2012	0.25025	0	0.950951
1.10331	0.200602	0	0.902708
1.05263	0.200501	0	0.85213
1.10331	0.200602	0	0.902708
1.00251	0.150376	0	0.802005
1.1523	0.200401	0	0.951904
1.05263	0.200501	0	0.85213
1.0521	0.200401	0	0.851703
1.1523	0.200401	0	0.951904
1.1022	0.150301	0	0.951904
1.30065	0.250125	0	1.05053
1.0521	0.200401	0	0.851703
1.25251	0.250501	0	1.002
1.0521	0.200401	0	0.851703
1.05263	0.150376	0	0.902256
1.15288	0.200501	0	0.902256
1.10276	0.150376	0	0.952381
1.2018	0.2003	0	1.0015
1.15115	0.2002	0	0.950951
1.05263	0.150376	0	0.902256
1.2012	0.15015	0	1.05105
1.1523	0.200401	0	0.951904
1.2024	0.300601	0	0.901804
1.05263	0.200501	0	0.85213
1.25063	0.250125	0	1.0005
1.15346	0.150451	0	1.00301
1.4007	0.250125	0	1.15058
1.30195	0.2003	0	1.10165
1.15346	0.150451	0	1.00301
1.35271	0.150301	0	1.1523
1.10331	0.150451	0	0.952859
1.20361	0.200602	0	1.00301
1.10386	0.200702	0	0.903161
1.25251	0.200401	0	1.0521
1.25251	0.200401	0	1.0521
1.20361	0.150451	0	1.05316
1.30195	0.2003	0	1.10165
1.25251	0.250501	0	1.002
1.15288	0.150376	0	1.00251
1.25251	0.150301	0	1.1022
1.2018	0.150225	0	1.05158
1.30261	0.200401	0	1.1022
1.10386	0.150527	0	0.953337
1.30195	0.2003	0	1.05158
1.3013	0.25025	0	1.05105
1.20421	0.200702	0	1.00351
1.15288	0.200501	0	0.952381
1.30195	0.150225	0	1.15173
1.25376	0.200602	0	1.05316
1.2024	0.150301	0	1.0521
1.15346	0.200602	0	0.952859
1.2024	0.150301	0	1.002
1.15404	0.200702	0	0.953337
1.30195	0.150225	0	1.15173
1.1523	0.200401	0	0.951904
1.25376	0.200602	0	1.05316
1.3013	0.2002	0	1.1011
1.25125	0.15015	0	1.1011
1.15288	0.150376	0	1.00251
1.00503	0.100503	0	0.904523
1.35203	0.2003	0	1.10165
1.4007	0.250125	0	1.15058
1.2018	0.2003	0	1.0015
1.20361	0.150451	0	1.05316
1.44928	0.29985	0	1.14943
1.25313	0.300752	0	0.952381
1.20361	0.150451	0	1.05316
1.35068	0.250125	0	1.10055
1.05369	0.200702	0	0.852985
1.15346	0.200602	0	0.952859
1.3013	0.15015	0	1.15115
1.20301	0.250627	0	0.952381
1.45073	0.250125	0	1.15058
1.15462	0.200803	0	0.953815
1.2024	0.150301	0	1.0521
1.25251	0.200401	0	1.0521
1.25251	0.200401	0	1.0521
1.10276	0.150376	0	0.952381
1.25188	0.250376	0	1.0015
1.15288	0.150376	0	1.00251
1.25251	0.250501	0	1.002
1.35068	0.250125	0	1.10055
1.20421	0.200702	0	1.00351
1.4014	0.25025	0	1.1011
1.30261	0.200401	0	1.1022
1.25251	0.250501	0	1.002
1.20301	0.200501	0	1.00251
1.35203	0.250376	0	1.10165
1.20361	0.200602	0	1.00301
1.15346	0.200602	0	0.952859
1.25188	0.250376	0	1.0015
1.15404	0.200702	0	0.953337
1.35135	0.2002	0	1.1011
1.20301	0.200501	0	1.00251
1.25313	0.200501	0	1.05263
1.05263	0.150376	0	0.902256
1.20301	0.200501	0	1.00251
1.25251	0.250501	0	1.002
1.30195	0.250376	0	1.05158
1.30195	0.2003	0	1.10165
1.20301	0.150376	0	1.05263
1.10442	0.200803	0	0.903614
1.4	0.25	0	1.15
1.20361	0.150451	0	1.05316
1.30195	0.2003	0	1.05158
1.30261	0.200401	0	1.1022
1.25125	0.2002	0	1.05105
1.15346	0.150451	0	1.00301
1.25376	0.200602	0	1.05316
1.10331	0.200602	0	0.902708
1.20301	0.200501	0	1.00251
1.30195	0.2003	0	1.05158
1.35135	0.25025	0	1.1011
1.30261	0.200401	0	1.1022
1.15404	0.200702	0	0.953337
1.3013	0.2002	0	1.1011
1.20301	0.150376	0	1.05263
1.25251	0.150301	0	1.1022
1.4	0.3	0	1.1
1.30261	0.200401	0	1.1022
1.25251	0.300601	0	0.951904
1.30261	0.200401	0	1.1022
1.15288	0.150376	0	1.00251
1.20361	0.200602	0	1.00301
1.25125	0.2002	0	1.05105
1.15288	0.150376	0	1.00251
1.25313	0.150376	0	1.10276
1.30195	0.2003	0	1.10165
1.15173	0.150225	0	1.0015
1.35135	0.25025	0	1.05105
1.30261	0.200401	0	1.1022
1.15346	0.250752	0	0.902708
1.15346	0.200602	0	0.952859
1.15288	0.200501	0	0.952381
1.30195	0.150225	0	1.15173
1.30261	0.250501	0	1.0521
1.2018	0.2003	0	1.0015
1.35203	0.2003	0	1.15173
1.20301	0.200501	0	1.00251
1.30195	0.2003	0	1.10165
1.2018	0.150225	0	1.05158
1.25313	0.200501	0	1.05263
1.30195	0.2003	0	1.05158
1.25313	0.250627	0	1.00251
1.25251	0.150301	0	1.1022
1.30195	0.300451	0	1.0015
1.10331	0.200602	0	0.902708
1.30195	0.150225	0	1.15173
1.15288	0.200501	0	0.952381
1.30195	0.250376	0	1.05158
1.2024	0.150301	0	1.0521
1.25188	0.250376	0	1.0015
1.30261	0.200401	0	1.1022
1.25251	0.250501	0	1.002
1.20301	0.150376	0	1.05263
1.30326	0.200501	0	1.10276
1.15288	0.200501	0	0.952381
1.25251	0.200401	0	1.0521
1.25251	0.200401	0	1.0521
1.30261	0.250501	0	1.0521
1.15404	0.150527	0	1.00351
1.30261	0.200401	0	1.1022
1.25188	0.250376	0	1.0015
1.25313	0.200501	0	1.05263
1.15288	0.200501	0	0.952381
1.4014	0.2002	0	1.15115
1.30195	0.2003	0	1.10165
1.20361	0.200602	0	1.00301
1.35271	0.200401	0	1.1523
1.35203	0.250376	0	1.10165
1.25251	0.200401	0	1.0521
1.30261	0.200401	0	1.1022
1.2024	0.150301	0	1.0521
1.20301	0.200501	0	1.00251
1.30261	0.200401	0	1.1022
1.20301	0.200501	0	1.00251
1.30261	0.150301	0	1.1022
1.25251	0.250501	0	1.002
1.3013	0.25025	0	1.05105
1.20421	0.150527	0	1.05369
1.25251	0.200401	0	1.0521
1.4007	0.2001	0	1.2006
1.15288	0.200501	0	0.952381
1.35068	0.250125	0	1.10055
1.25376	0.250752	0	1.00301
1.20301	0.200501	0	1.00251
1.25251	0.200401	0	1.002
1.25313	0.150376	0	1.10276
1.25188	0.150225	0	1.10165
1.25313	0.250627	0	1.00251
1.1523	0.150301	0	1.002
