1.54	21.95
1.66	24.08
1.36	24.6
1.41	24.35
1.46	24.38
1.34	26.34
1.24	29.87
1.55	27.17
1.43	29.76
1.63	25.52
1.33	27.74
1.25	23.58
1.29	23.88
1.43	23.84
1.33	23.7
1.39	23.66
1.27	25.34
1.25	29.74
1.5	28.05
1.28	27.9
1.65	26.52
1.3	27.33
1.64	26.07
1.35	24.84
1.47	24.1
1.51	24.24
1.47	24.18
1.56	25.05
1.21	30.46
1.5	28.52
1.33	24.46
1.42	26.75
1.39	24.39
1.31	24.26
