1.17	0.98
2.03	1.36
0.19	1.55
0.22	1.53
0.21	1.53
0.22	1.57
0.18	1.57
0.21	1.55
0.21	1.49
0.18	1.61
0.18	1.55
0.2	1.57
0.2	1.61
0.2	1.57
0.18	1.75
0.21	1.69
0.19	1.61
0.21	1.74
0.21	1.71
0.18	1.74
0.19	1.71
0.19	1.74
0.19	1.76
0.2	1.69
0.19	1.72
0.18	1.8
0.19	1.75
0.22	1.74
0.2	1.76
0.19	1.76
0.18	1.74
0.2	1.66
0.19	1.73
0.22	1.73
0.19	1.71
0.19	1.67
0.2	1.72
0.18	1.74
0.23	1.74
0.19	1.75
0.21	1.65
0.2	1.77
0.18	1.7
0.19	1.73
0.19	1.77
0.2	1.72
0.21	1.72
0.19	1.77
0.21	1.76
0.19	1.75
0.2	1.76
0.18	1.66
0.17	1.77
0.18	1.73
0.19	1.66
0.18	1.66
0.19	1.77
0.2	1.74
0.18	1.74
0.17	1.8
0.2	1.71
0.19	1.67
0.17	1.73
0.22	1.71
0.23	1.67
0.21	1.75
0.16	1.74
0.18	1.67
0.2	1.77
0.23	1.7
0.17	1.71
0.19	1.73
0.19	1.83
0.19	1.74
0.19	1.66
0.19	1.69
0.19	1.73
0.21	1.65
0.21	1.72
0.2	1.71
0.19	1.78
0.19	1.76
0.17	1.78
0.17	1.75
0.19	1.7
0.2	1.69
0.18	1.72
0.16	1.74
0.19	1.73
0.19	1.74
0.18	1.74
0.2	1.73
0.18	1.69
0.19	1.75
0.82	1.71
0.18	1.71
0.18	1.72
0.18	1.73
0.22	1.69
0.21	1.65
0.16	1.66
