0.03	0.14
0.04	0.16
0.06	0.2
0.04	0.21
0.07	0.19
0.05	0.19
0.06	0.19
0.07	0.16
0.06	0.16
0.05	0.17
0.05	0.17
0.05	0.18
0.05	0.19
0.08	0.22
0.07	0.23
0.07	0.2
0.05	0.17
0.05	0.17
0.05	0.18
0.06	0.17
0.06	0.16
0.05	0.17
0.05	0.17
0.05	0.16
0.06	0.18
0.05	0.19
0.05	0.15
0.05	0.16
0.04	0.16
0.05	0.17
0.06	0.19
0.06	0.2
0.07	0.17
0.06	0.16
0.04	0.19
0.04	0.17
0.05	0.16
0.05	0.17
0.05	0.12
0.04	0.13
0.05	0.11
0.05	0.17
0.05	0.16
0.04	0.14
0.07	0.19
0.04	0.16
0.05	0.17
0.04	0.15
0.06	0.16
0.04	0.15
0.04	0.14
0.04	0.15
0.04	0.15
0.05	0.15
0.04	0.17
0.07	0.17
0.06	0.17
0.03	0.15
0.04	0.18
0.06	0.17
0.05	0.14
0.05	0.16
0.07	0.18
0.05	0.19
0.06	0.2
0.06	0.17
0.06	0.16
0.05	0.17
0.07	0.21
0.05	0.18
0.05	0.15
0.06	0.15
0.05	0.16
0.06	0.17
0.06	0.18
0.05	0.15
0.06	0.21
0.05	0.16
0.04	0.14
0.06	0.16
0.04	0.16
0.05	0.16
0.07	0.17
0.05	0.18
0.04	0.17
0.06	0.17
0.06	0.15
0.05	0.15
0.06	0.2
0.06	0.18
0.05	0.18
0.03	0.17
0.06	0.17
0.08	0.17
0.05	0.17
0.06	0.18
0.04	0.17
0.04	0.17
0.05	0.16
0.07	0.18
0.04	0.18
0.04	0.16
0.07	0.18
0.06	0.16
0.05	0.17
0.04	0.15
0.06	0.17
0.06	0.18
0.04	0.14
0.05	0.16
0.06	0.15
0.05	0.2
0.05	0.16
0.05	0.19
0.06	0.17
0.06	0.14
0.05	0.18
0.06	0.16
0.05	0.17
0.06	0.19
0.06	0.17
0.05	0.17
0.07	0.17
0.05	0.15
0.05	0.16
0.06	0.17
0.05	0.17
0.04	0.14
0.05	0.18
0.05	0.17
0.05	0.14
0.03	0.12
0.07	0.18
0.04	0.13
0.06	0.18
0.04	0.14
0.05	0.17
0.07	0.15
0.04	0.14
0.05	0.17
0.04	0.13
0.05	0.14
0.05	0.13
0.06	0.2
0.06	0.15
0.05	0.16
0.06	0.16
0.06	0.17
0.03	0.14
0.04	0.12
0.05	0.19
0.04	0.16
0.05	0.17
0.04	0.13
0.05	0.19
0.06	0.19
0.06	0.2
0.05	0.18
0.06	0.21
0.04	0.17
0.06	0.17
0.04	0.16
0.05	0.15
0.06	0.21
0.05	0.16
0.06	0.16
0.05	0.15
0.06	0.2
0.04	0.16
0.07	0.15
0.06	0.18
0.05	0.15
0.06	0.18
0.05	0.14
0.05	0.14
0.05	0.17
0.06	0.19
0.05	0.14
0.04	0.17
0.06	0.17
0.05	0.16
0.05	0.17
0.07	0.18
0.06	0.18
0.06	0.16
0.04	0.16
0.05	0.18
0.06	0.18
0.04	0.14
0.06	0.18
0.06	0.19
0.05	0.18
0.08	0.2
0.04	0.14
0.07	0.15
0.05	0.16
0.06	0.17
0.06	0.19
0.05	0.18
0.05	0.17
0.05	0.18
0.05	0.15
0.04	0.12
0.06	0.2
0.06	0.18
0.05	0.13
0.06	0.16
0.05	0.16
0.05	0.16
0.04	0.16
0.08	0.2
0.05	0.14
0.06	0.17
0.04	0.14
0.05	0.16
0.05	0.12
0.05	0.19
0.04	0.14
0.08	0.17
0.05	0.17
0.04	0.18
0.05	0.16
0.08	0.15
0.05	0.19
0.07	0.18
0.03	0.18
0.07	0.19
0.05	0.13
0.06	0.19
0.06	0.17
0.07	0.15
0.07	0.18
0.06	0.21
0.04	0.18
0.05	0.17
0.05	0.19
0.05	0.16
0.05	0.13
0.04	0.19
0.05	0.15
0.06	0.17
0.05	0.15
0.04	0.17
0.06	0.18
0.05	0.19
0.06	0.16
0.04	0.15
0.05	0.15
0.04	0.13
0.06	0.15
0.06	0.21
0.04	0.13
0.05	0.15
0.05	0.18
0.07	0.14
0.07	0.17
0.05	0.15
0.06	0.18
0.07	0.18
0.06	0.17
0.06	0.17
0.05	0.17
0.06	0.16
0.05	0.18
0.05	0.17
0.05	0.15
0.06	0.19
0.04	0.15
0.06	0.14
0.05	0.17
0.06	0.14
0.06	0.2
0.04	0.17
0.08	0.17
0.05	0.18
0.06	0.13
0.06	0.17
0.05	0.17
0.06	0.16
0.05	0.17
0.05	0.18
0.05	0.18
0.06	0.16
0.05	0.17
0.06	0.19
0.05	0.17
0.05	0.13
0.05	0.16
0.05	0.17
0.06	0.17
0.03	0.17
0.05	0.16
0.04	0.12
0.04	0.14
0.04	0.13
0.03	0.14
0.05	0.17
0.06	0.14
0.04	0.17
0.06	0.15
0.06	0.19
0.06	0.16
0.05	0.15
0.05	0.17
0.05	0.14
0.05	0.18
0.06	0.16
0.06	0.18
0.03	0.17
0.06	0.17
0.05	0.14
0.04	0.17
0.05	0.14
0.05	0.16
0.05	0.15
0.05	0.17
0.06	0.18
0.04	0.14
0.05	0.15
0.05	0.18
0.05	0.2
0.06	0.18
0.05	0.16
0.05	0.15
0.05	0.17
0.05	0.18
0.07	0.19
0.04	0.17
0.05	0.15
0.04	0.17
0.06	0.17
0.07	0.15
